Nanoparticle,BaseFluid,Temperature (°C),Particle Size (nm),Particle Volume Fraction (in %),TC(W/mK),Thermal Conductivity of Particle (kp),Thermal Conductivity of Liquid (km),kp/km ratio,Temp_Volume,Inverse_Particle_Size,Brownian_Feature
SiO2,Water,42.56990703547533,40.614841397302975,0.0043614023319981,0.618,1.4,0.6,2.333333333333333,0.1856644918174644,0.0246215414266373,6.679751727394264
SiO2,Water,48.641788331473805,41.77865512653825,0.0028127703863022,0.613,1.4,0.6,2.333333333333333,0.1368181817555494,0.0239356675549086,7.525447072996908
SiO2,Water,48.60306590853204,50.65694711232428,0.0289135817531633,0.732,1.4,0.6,2.333333333333333,1.405288719600725,0.0197406290154566,6.828796316108881
SiO2,Water,20.338698368839182,50.82806607637238,0.0280301247662659,0.725,1.4,0.6,2.333333333333333,0.570096252862011,0.0196741697490012,2.852800242088104
ZnO,Water,30.0,50.0,0.0255,0.669,50.0,0.6,83.33333333333334,0.7649999999999999,0.02,4.242640687119285
ZnO,Water,30.0,25.0,0.005,0.613,50.0,0.6,83.33333333333334,0.15,0.04,6.0
ZnO,Water,40.0,30.0,0.0231,0.662,50.0,0.6,83.33333333333334,0.924,0.0333333333333333,7.302967433402215
ZnO,Water,30.0,25.0,0.0017,0.605,50.0,0.6,83.33333333333334,0.051,0.04,6.0
ZnO,Water,70.0,40.0,0.0243,0.665,50.0,0.6,83.33333333333334,1.7009999999999998,0.025,11.067971810589327
ZnO,Water,40.0,30.0,0.0113,0.63,50.0,0.6,83.33333333333334,0.4519999999999999,0.0333333333333333,7.302967433402215
ZnO,Water,70.0,30.0,0.0231,0.662,50.0,0.6,83.33333333333334,1.617,0.0333333333333333,12.780193008453876
ZnO,Water,20.0,30.0,0.0059,0.616,50.0,0.6,83.33333333333334,0.118,0.0333333333333333,3.651483716701108
ZnO,Water,20.0,40.0,0.0187,0.65,50.0,0.6,83.33333333333334,0.374,0.025,3.162277660168379
ZnO,Water,30.0,40.0,0.0189,0.651,50.0,0.6,83.33333333333334,0.567,0.025,4.743416490252569
ZnO,Water,30.0,30.0,0.0212,0.657,50.0,0.6,83.33333333333334,0.636,0.0333333333333333,5.477225575051661
ZnO,Water,60.0,30.0,0.0181,0.649,50.0,0.6,83.33333333333334,1.086,0.0333333333333333,10.954451150103322
ZnO,Water,30.0,50.0,0.0253,0.668,50.0,0.6,83.33333333333334,0.759,0.02,4.242640687119285
ZnO,Water,20.0,50.0,0.0189,0.651,50.0,0.6,83.33333333333334,0.378,0.02,2.82842712474619
ZnO,Water,30.0,40.0,0.0078,0.621,50.0,0.6,83.33333333333334,0.2339999999999999,0.025,4.743416490252569
ZnO,Water,50.0,50.0,0.0298,0.68,50.0,0.6,83.33333333333334,1.49,0.02,7.071067811865475
ZnO,Water,20.0,25.0,0.0021,0.606,50.0,0.6,83.33333333333334,0.0419999999999999,0.04,4.0
ZnO,Water,40.0,25.0,0.0031,0.608,50.0,0.6,83.33333333333334,0.124,0.04,8.0
ZnO,Water,50.0,25.0,0.0132,0.635,50.0,0.6,83.33333333333334,0.66,0.04,10.0
ZnO,Water,40.0,40.0,0.0125,0.634,50.0,0.6,83.33333333333334,0.5,0.025,6.324555320336758
ZnO,Water,40.0,50.0,0.0076,0.62,50.0,0.6,83.33333333333334,0.304,0.02,5.65685424949238
ZnO,Water,20.0,40.0,0.0296,0.68,50.0,0.6,83.33333333333334,0.5920000000000001,0.025,3.162277660168379
ZnO,Water,20.0,25.0,0.0262,0.67,50.0,0.6,83.33333333333334,0.524,0.04,4.0
ZnO,Water,60.0,50.0,0.0023,0.606,50.0,0.6,83.33333333333334,0.138,0.02,8.48528137423857
ZnO,Water,20.0,50.0,0.0243,0.665,50.0,0.6,83.33333333333334,0.486,0.02,2.82842712474619
ZnO,Water,30.0,30.0,0.0264,0.671,50.0,0.6,83.33333333333334,0.792,0.0333333333333333,5.477225575051661
ZnO,Water,50.0,20.0,0.0094,0.625,50.0,0.6,83.33333333333334,0.47,0.05,11.180339887498947
ZnO,Water,20.0,40.0,0.007,0.619,50.0,0.6,83.33333333333334,0.14,0.025,3.162277660168379
ZnO,Water,70.0,30.0,0.0249,0.667,50.0,0.6,83.33333333333334,1.743,0.0333333333333333,12.780193008453876
ZnO,Water,60.0,50.0,0.023,0.662,50.0,0.6,83.33333333333334,1.38,0.02,8.48528137423857
ZnO,Water,40.0,30.0,0.0025,0.607,50.0,0.6,83.33333333333334,0.1,0.0333333333333333,7.302967433402215
ZnO,Water,70.0,25.0,0.0104,0.628,50.0,0.6,83.33333333333334,0.728,0.04,14.0
ZnO,Water,40.0,40.0,0.0017,0.605,50.0,0.6,83.33333333333334,0.0679999999999999,0.025,6.324555320336758
ZnO,Water,20.0,20.0,0.0012,0.603,50.0,0.6,83.33333333333334,0.0239999999999999,0.05,4.47213595499958
ZnO,Water,70.0,30.0,0.0171,0.646,50.0,0.6,83.33333333333334,1.197,0.0333333333333333,12.780193008453876
ZnO,Water,30.0,25.0,0.014,0.638,50.0,0.6,83.33333333333334,0.42,0.04,6.0
ZnO,Water,30.0,20.0,0.0043,0.612,50.0,0.6,83.33333333333334,0.129,0.05,6.7082039324993685
ZnO,Water,20.0,30.0,0.0152,0.641,50.0,0.6,83.33333333333334,0.304,0.0333333333333333,3.651483716701108
ZnO,Water,50.0,50.0,0.0066,0.618,50.0,0.6,83.33333333333334,0.33,0.02,7.071067811865475
ZnO,Water,20.0,50.0,0.0174,0.647,50.0,0.6,83.33333333333334,0.348,0.02,2.82842712474619
ZnO,Water,70.0,30.0,0.0179,0.648,50.0,0.6,83.33333333333334,1.253,0.0333333333333333,12.780193008453876
ZnO,Water,60.0,50.0,0.0076,0.62,50.0,0.6,83.33333333333334,0.456,0.02,8.48528137423857
ZnO,Water,20.0,30.0,0.0088,0.624,50.0,0.6,83.33333333333334,0.176,0.0333333333333333,3.651483716701108
ZnO,Water,60.0,30.0,0.0185,0.65,50.0,0.6,83.33333333333334,1.11,0.0333333333333333,10.954451150103322
ZnO,Water,60.0,25.0,0.0055,0.615,50.0,0.6,83.33333333333334,0.3299999999999999,0.04,12.0
ZnO,Water,70.0,50.0,0.0266,0.672,50.0,0.6,83.33333333333334,1.862,0.02,9.899494936611664
ZnO,Water,70.0,50.0,0.0169,0.645,50.0,0.6,83.33333333333334,1.1829999999999998,0.02,9.899494936611664
ZnO,Water,60.0,25.0,0.0167,0.645,50.0,0.6,83.33333333333334,1.002,0.04,12.0
ZnO,Water,60.0,40.0,0.0012,0.603,50.0,0.6,83.33333333333334,0.072,0.025,9.486832980505138
ZnO,Water,40.0,20.0,0.0085,0.623,50.0,0.6,83.33333333333334,0.34,0.05,8.94427190999916
ZnO,Water,50.0,30.0,0.0081,0.622,50.0,0.6,83.33333333333334,0.4049999999999999,0.0333333333333333,9.128709291752768
ZnO,Water,30.0,50.0,0.0071,0.619,50.0,0.6,83.33333333333334,0.213,0.02,4.242640687119285
ZnO,Water,20.0,40.0,0.0127,0.634,50.0,0.6,83.33333333333334,0.254,0.025,3.162277660168379
ZnO,Water,50.0,40.0,0.0186,0.65,50.0,0.6,83.33333333333334,0.93,0.025,7.905694150420948
ZnO,Water,70.0,40.0,0.0257,0.669,50.0,0.6,83.33333333333334,1.799,0.025,11.067971810589327
ZnO,Water,20.0,20.0,0.0289,0.678,50.0,0.6,83.33333333333334,0.578,0.05,4.47213595499958
ZnO,Water,60.0,50.0,0.0078,0.621,50.0,0.6,83.33333333333334,0.4679999999999999,0.02,8.48528137423857
ZnO,Water,40.0,40.0,0.0169,0.645,50.0,0.6,83.33333333333334,0.6759999999999999,0.025,6.324555320336758
ZnO,Water,20.0,40.0,0.0217,0.658,50.0,0.6,83.33333333333334,0.434,0.025,3.162277660168379
ZnO,Water,70.0,30.0,0.0295,0.679,50.0,0.6,83.33333333333334,2.065,0.0333333333333333,12.780193008453876
ZnO,Water,20.0,20.0,0.0208,0.656,50.0,0.6,83.33333333333334,0.416,0.05,4.47213595499958
ZnO,Water,70.0,40.0,0.0197,0.653,50.0,0.6,83.33333333333334,1.379,0.025,11.067971810589327
ZnO,Water,50.0,40.0,0.0291,0.678,50.0,0.6,83.33333333333334,1.455,0.025,7.905694150420948
ZnO,Water,20.0,40.0,0.0079,0.621,50.0,0.6,83.33333333333334,0.158,0.025,3.162277660168379
ZnO,Water,20.0,25.0,0.0243,0.665,50.0,0.6,83.33333333333334,0.486,0.04,4.0
ZnO,Water,50.0,40.0,0.0118,0.632,50.0,0.6,83.33333333333334,0.59,0.025,7.905694150420948
MgO,Water,20.0,25.0,0.0289,2.055,45.0,0.6,75.0,0.578,0.04,4.0
MgO,Water,20.0,20.0,0.014,1.305,45.0,0.6,75.0,0.28,0.05,4.47213595499958
MgO,Water,40.0,25.0,0.0273,1.974,45.0,0.6,75.0,1.092,0.04,8.0
MgO,Water,30.0,25.0,0.005,0.651,45.0,0.6,75.0,0.15,0.04,6.0
MgO,Water,30.0,50.0,0.0028,0.741,45.0,0.6,75.0,0.084,0.02,4.242640687119285
MgO,Water,70.0,25.0,0.023,1.758,45.0,0.6,75.0,1.61,0.04,14.0
MgO,Water,30.0,25.0,0.0084,1.023,45.0,0.6,75.0,0.252,0.04,6.0
MgO,Water,60.0,30.0,0.0282,2.02,45.0,0.6,75.0,1.692,0.0333333333333333,10.954451150103322
MgO,Water,40.0,40.0,0.0048,0.842,45.0,0.6,75.0,0.1919999999999999,0.025,6.324555320336758
MgO,Water,20.0,20.0,0.0025,0.726,45.0,0.6,75.0,0.05,0.05,4.47213595499958
MgO,Water,50.0,30.0,0.0042,0.811,45.0,0.6,75.0,0.21,0.0333333333333333,9.128709291752768
MgO,Water,30.0,40.0,0.0291,2.065,45.0,0.6,75.0,0.873,0.025,4.743416490252569
MgO,Water,70.0,50.0,0.0151,1.36,45.0,0.6,75.0,1.057,0.02,9.899494936611664
MgO,Water,20.0,25.0,0.026,1.909,45.0,0.6,75.0,0.52,0.04,4.0
MgO,Water,30.0,30.0,0.0097,1.088,45.0,0.6,75.0,0.291,0.0333333333333333,5.477225575051661
MgO,Water,50.0,20.0,0.0165,1.431,45.0,0.6,75.0,0.8250000000000001,0.05,11.180339887498947
MgO,Water,30.0,30.0,0.0076,0.983,45.0,0.6,75.0,0.228,0.0333333333333333,5.477225575051661
MgO,Water,30.0,40.0,0.0218,1.697,45.0,0.6,75.0,0.654,0.025,4.743416490252569
MgO,Water,60.0,30.0,0.028,2.01,45.0,0.6,75.0,1.68,0.0333333333333333,10.954451150103322
MgO,Water,30.0,25.0,0.0285,2.035,45.0,0.6,75.0,0.855,0.04,6.0
MgO,Water,30.0,25.0,0.0265,1.934,45.0,0.6,75.0,0.7949999999999999,0.04,6.0
MgO,Water,60.0,25.0,0.0125,1.229,45.0,0.6,75.0,0.75,0.04,12.0
MgO,Water,50.0,50.0,0.0051,0.857,45.0,0.6,75.0,0.255,0.02,7.071067811865475
MgO,Water,40.0,25.0,0.0095,1.078,45.0,0.6,75.0,0.38,0.04,8.0
MgO,Water,20.0,30.0,0.0101,1.108,45.0,0.6,75.0,0.2019999999999999,0.0333333333333333,3.651483716701108
MgO,Water,30.0,25.0,0.0149,1.35,45.0,0.6,75.0,0.447,0.04,6.0
MgO,Water,60.0,20.0,0.0115,1.179,45.0,0.6,75.0,0.69,0.05,13.416407864998735
MgO,Water,70.0,20.0,0.0033,0.766,45.0,0.6,75.0,0.231,0.05,15.652475842498529
MgO,Water,20.0,25.0,0.0152,1.365,45.0,0.6,75.0,0.304,0.04,4.0
MgO,Water,20.0,50.0,0.0192,1.567,45.0,0.6,75.0,0.3839999999999999,0.02,2.82842712474619
MgO,Water,30.0,40.0,0.0294,2.08,45.0,0.6,75.0,0.882,0.025,4.743416490252569
MgO,Water,30.0,50.0,0.0258,1.899,45.0,0.6,75.0,0.774,0.02,4.242640687119285
MgO,Water,40.0,20.0,0.0181,1.511,45.0,0.6,75.0,0.7240000000000001,0.05,8.94427190999916
MgO,Water,60.0,50.0,0.0058,0.892,45.0,0.6,75.0,0.348,0.02,8.48528137423857
MgO,Water,70.0,20.0,0.0201,1.612,45.0,0.6,75.0,1.407,0.05,15.652475842498529
MgO,Water,50.0,50.0,0.0265,1.934,45.0,0.6,75.0,1.325,0.02,7.071067811865475
MgO,Water,40.0,30.0,0.0147,1.34,45.0,0.6,75.0,0.588,0.0333333333333333,7.302967433402215
MgO,Water,50.0,30.0,0.0235,1.783,45.0,0.6,75.0,1.175,0.0333333333333333,9.128709291752768
MgO,Water,70.0,50.0,0.0042,0.811,45.0,0.6,75.0,0.294,0.02,9.899494936611664
MgO,Water,30.0,25.0,0.0211,1.662,45.0,0.6,75.0,0.633,0.04,6.0
MgO,Water,60.0,40.0,0.0121,1.209,45.0,0.6,75.0,0.726,0.025,9.486832980505138
MgO,Water,70.0,30.0,0.0247,1.843,45.0,0.6,75.0,1.729,0.0333333333333333,12.780193008453876
MgO,Water,30.0,40.0,0.0102,1.113,45.0,0.6,75.0,0.306,0.025,4.743416490252569
MgO,Water,50.0,20.0,0.0184,1.526,45.0,0.6,75.0,0.92,0.05,11.180339887498947
MgO,Water,40.0,20.0,0.008,1.003,45.0,0.6,75.0,0.32,0.05,8.94427190999916
MgO,Water,30.0,40.0,0.0115,1.179,45.0,0.6,75.0,0.345,0.025,4.743416490252569
MgO,Water,30.0,30.0,0.0185,1.531,45.0,0.6,75.0,0.5549999999999999,0.0333333333333333,5.477225575051661
MgO,Water,50.0,30.0,0.0153,1.37,45.0,0.6,75.0,0.765,0.0333333333333333,9.128709291752768
MgO,Water,70.0,30.0,0.0277,1.994,45.0,0.6,75.0,1.939,0.0333333333333333,12.780193008453876
MgO,Water,40.0,50.0,0.012,1.204,45.0,0.6,75.0,0.48,0.02,5.65685424949238
MgO,Water,20.0,40.0,0.0096,1.083,45.0,0.6,75.0,0.1919999999999999,0.025,3.162277660168379
MgO,Water,50.0,30.0,0.0103,1.119,45.0,0.6,75.0,0.515,0.0333333333333333,9.128709291752768
MgO,Water,70.0,30.0,0.0161,1.41,45.0,0.6,75.0,1.127,0.0333333333333333,12.780193008453876
MgO,Water,30.0,50.0,0.0108,1.144,45.0,0.6,75.0,0.324,0.02,4.242640687119285
MgO,Water,60.0,40.0,0.0214,1.677,45.0,0.6,75.0,1.284,0.025,9.486832980505138
MgO,Water,70.0,30.0,0.0047,0.837,45.0,0.6,75.0,0.329,0.0333333333333333,12.780193008453876
MgO,Water,40.0,20.0,0.0218,1.697,45.0,0.6,75.0,0.872,0.05,8.94427190999916
MgO,Water,70.0,40.0,0.0204,1.627,45.0,0.6,75.0,1.4280000000000002,0.025,11.067971810589327
MgO,Water,50.0,40.0,0.0021,0.706,45.0,0.6,75.0,0.105,0.025,7.905694150420948
MgO,Water,40.0,40.0,0.0299,2.105,45.0,0.6,75.0,1.196,0.025,6.324555320336758
MgO,Water,40.0,40.0,0.0041,0.806,45.0,0.6,75.0,0.164,0.025,6.324555320336758
MgO,Water,60.0,20.0,0.0021,0.706,45.0,0.6,75.0,0.126,0.05,13.416407864998735
MgO,Water,20.0,20.0,0.0128,1.244,45.0,0.6,75.0,0.256,0.05,4.47213595499958
MgO,Water,40.0,25.0,0.01,0.703,45.0,0.6,75.0,0.4,0.04,8.0
MgO,Water,60.0,50.0,0.0193,1.572,45.0,0.6,75.0,1.158,0.02,8.48528137423857
Al₂O₃,Water,20.0,11.0,0.02,0.649264,36.0,0.6,60.0,0.4,0.0909090909090909,6.030226891555272
Al₂O₃,Ethylene Glycol,30.0,45.0,0.005,0.261234,36.0,0.6,60.0,0.15,0.0222222222222222,4.47213595499958
Al₂O₃,Water,20.0,150.0,0.01,0.61336,36.0,0.6,60.0,0.2,0.0066666666666666,1.632993161855452
Al₂O₃,Water,50.0,11.0,0.03,0.759448,36.0,0.6,60.0,1.5,0.0909090909090909,15.07556722888818
Al₂O₃,Water,40.0,11.0,0.02,0.712578,36.0,0.6,60.0,0.8,0.0909090909090909,12.060453783110544
Al₂O₃,Ethylene Glycol,30.0,45.0,0.01,0.272592,36.0,0.6,60.0,0.3,0.0222222222222222,4.47213595499958
Al₂O₃,Water,40.0,45.0,0.02,0.681048,36.0,0.6,60.0,0.8,0.0222222222222222,5.962847939999439
Al₂O₃,Water,50.0,150.0,0.02,0.688652,36.0,0.6,60.0,1.0,0.0066666666666666,4.08248290463863
Al₂O₃,Water,40.0,150.0,0.02,0.671589,36.0,0.6,60.0,0.8,0.0066666666666666,3.265986323710904
Al₂O₃,Water,20.0,11.0,0.03,0.664224,36.0,0.6,60.0,0.6,0.0909090909090909,6.030226891555272
Al₂O₃,Ethylene Glycol,30.0,45.0,0.02,0.276378,36.0,0.6,60.0,0.6,0.0222222222222222,4.47213595499958
Al₂O₃,Ethylene Glycol,50.0,150.0,0.01,0.271768,36.0,0.6,60.0,0.5,0.0066666666666666,4.08248290463863
Al₂O₃,Ethylene Glycol,20.0,45.0,0.01,0.263834,36.0,0.6,60.0,0.2,0.0222222222222222,2.98142396999972
Al₂O₃,Transformer Oil,30.0,45.0,0.005,0.11495,36.0,0.6,60.0,0.15,0.0222222222222222,4.47213595499958
Al₂O₃,Water,20.0,150.0,0.005,0.607376,36.0,0.6,60.0,0.1,0.0066666666666666,1.632993161855452
Al₂O₃,Water,40.0,45.0,0.005,0.665283,36.0,0.6,60.0,0.2,0.0222222222222222,5.962847939999439
Al₂O₃,Ethylene Glycol,30.0,150.0,0.01,0.2617388,36.0,0.6,60.0,0.3,0.0066666666666666,2.4494897427831783
Al₂O₃,Ethylene Glycol,20.0,11.0,0.005,0.266323,36.0,0.6,60.0,0.1,0.0909090909090909,6.030226891555272
Al₂O₃,Transformer Oil,50.0,45.0,0.01,0.11988,36.0,0.6,60.0,0.5,0.0222222222222222,7.453559924999299
Al₂O₃,Ethylene Glycol,50.0,11.0,0.02,0.322,36.0,0.6,60.0,1.0,0.0909090909090909,15.07556722888818
Al₂O₃,Water,20.0,11.0,0.01,0.640288,36.0,0.6,60.0,0.2,0.0909090909090909,6.030226891555272
Al₂O₃,Water,20.0,150.0,0.03,0.646272,36.0,0.6,60.0,0.6,0.0066666666666666,1.632993161855452
Al₂O₃,Water,50.0,45.0,0.03,0.733704,36.0,0.6,60.0,1.5,0.0222222222222222,7.453559924999299
Al₂O₃,Ethylene Glycol,40.0,45.0,0.005,0.2699745,36.0,0.6,60.0,0.2,0.0222222222222222,5.962847939999439
Al₂O₃,Ethylene Glycol,40.0,11.0,0.02,0.304521,36.0,0.6,60.0,0.8,0.0909090909090909,12.060453783110544
Al₂O₃,Ethylene Glycol,40.0,150.0,0.03,0.2822577,36.0,0.6,60.0,1.2,0.0066666666666666,3.265986323710904
Al₂O₃,Water,40.0,45.0,0.01,0.677895,36.0,0.6,60.0,0.4,0.0222222222222222,5.962847939999439
Al₂O₃,Ethylene Glycol,30.0,11.0,0.01,0.28395,36.0,0.6,60.0,0.3,0.0909090909090909,9.04534033733291
Al₂O₃,Ethylene Glycol,30.0,11.0,0.005,0.273854,36.0,0.6,60.0,0.15,0.0909090909090909,9.04534033733291
Al₂O₃,Ethylene Glycol,30.0,45.0,0.03,0.280164,36.0,0.6,60.0,0.8999999999999999,0.0222222222222222,4.47213595499958
Al₂O₃,Water,50.0,150.0,0.03,0.711178,36.0,0.6,60.0,1.5,0.0066666666666666,4.08248290463863
Al₂O₃,Water,40.0,45.0,0.03,0.712578,36.0,0.6,60.0,1.2,0.0222222222222222,5.962847939999439
Al₂O₃,Water,30.0,11.0,0.03,0.695515,36.0,0.6,60.0,0.8999999999999999,0.0909090909090909,9.04534033733291
Al₂O₃,Water,30.0,150.0,0.02,0.6431975,36.0,0.6,60.0,0.6,0.0066666666666666,2.4494897427831783
Al₂O₃,Water,30.0,11.0,0.005,0.6555075,36.0,0.6,60.0,0.15,0.0909090909090909,9.04534033733291
Al₂O₃,Ethylene Glycol,20.0,150.0,0.02,0.2625895,36.0,0.6,60.0,0.4,0.0066666666666666,1.632993161855452
Al₂O₃,Ethylene Glycol,20.0,45.0,0.005,0.2551225,36.0,0.6,60.0,0.1,0.0222222222222222,2.98142396999972
Al₂O₃,Water,20.0,45.0,0.03,0.646272,36.0,0.6,60.0,0.6,0.0222222222222222,2.98142396999972
Al₂O₃,Ethylene Glycol,50.0,45.0,0.03,0.301392,36.0,0.6,60.0,1.5,0.0222222222222222,7.453559924999299
Al₂O₃,Water,30.0,150.0,0.01,0.64012,36.0,0.6,60.0,0.3,0.0066666666666666,2.4494897427831783
Al₂O₃,Transformer Oil,50.0,45.0,0.02,0.1242,36.0,0.6,60.0,1.0,0.0222222222222222,7.453559924999299
Al₂O₃,Ethylene Glycol,40.0,45.0,0.01,0.2776515,36.0,0.6,60.0,0.4,0.0222222222222222,5.962847939999439
Al₂O₃,Water,50.0,11.0,0.01,0.727268,36.0,0.6,60.0,0.5,0.0909090909090909,15.07556722888818
Al₂O₃,Water,50.0,11.0,0.005,0.701524,36.0,0.6,60.0,0.25,0.0909090909090909,15.07556722888818
Al₂O₃,Water,20.0,45.0,0.005,0.610368,36.0,0.6,60.0,0.1,0.0222222222222222,2.98142396999972
Al₂O₃,Transformer Oil,30.0,45.0,0.02,0.1221,36.0,0.6,60.0,0.6,0.0222222222222222,4.47213595499958
Al₂O₃,Water,40.0,11.0,0.005,0.677895,36.0,0.6,60.0,0.2,0.0909090909090909,12.060453783110544
Al₂O₃,Transformer Oil,40.0,45.0,0.03,0.12426,36.0,0.6,60.0,1.2,0.0222222222222222,5.962847939999439
Al₂O₃,Water,50.0,150.0,0.01,0.669344,36.0,0.6,60.0,0.5,0.0066666666666666,4.08248290463863
Al₂O₃,Water,50.0,11.0,0.02,0.743358,36.0,0.6,60.0,1.0,0.0909090909090909,15.07556722888818
Al₂O₃,Ethylene Glycol,50.0,45.0,0.005,0.275632,36.0,0.6,60.0,0.25,0.0222222222222222,7.453559924999299
Al₂O₃,Transformer Oil,50.0,45.0,0.005,0.11664,36.0,0.6,60.0,0.25,0.0222222222222222,7.453559924999299
Al₂O₃,Water,50.0,45.0,0.02,0.711178,36.0,0.6,60.0,1.0,0.0222222222222222,7.453559924999299
Al₂O₃,Water,50.0,45.0,0.005,0.682216,36.0,0.6,60.0,0.25,0.0222222222222222,7.453559924999299
Al₂O₃,Ethylene Glycol,30.0,11.0,0.02,0.29657,36.0,0.6,60.0,0.6,0.0909090909090909,9.04534033733291
Al₂O₃,Ethylene Glycol,40.0,11.0,0.03,0.317316,36.0,0.6,60.0,1.2,0.0909090909090909,12.060453783110544
Al₂O₃,Water,30.0,45.0,0.02,0.658585,36.0,0.6,60.0,0.6,0.0222222222222222,4.47213595499958
Al₂O₃,Water,20.0,150.0,0.02,0.62832,36.0,0.6,60.0,0.4,0.0066666666666666,1.632993161855452
Al₂O₃,Ethylene Glycol,50.0,11.0,0.005,0.293664,36.0,0.6,60.0,0.25,0.0909090909090909,15.07556722888818
Al₂O₃,Ethylene Glycol,30.0,150.0,0.005,0.25871,36.0,0.6,60.0,0.15,0.0066666666666666,2.4494897427831783
Al₂O₃,Water,30.0,150.0,0.03,0.670895,36.0,0.6,60.0,0.8999999999999999,0.0066666666666666,2.4494897427831783
Al₂O₃,Ethylene Glycol,40.0,45.0,0.03,0.2904465,36.0,0.6,60.0,1.2,0.0222222222222222,5.962847939999439
Al₂O₃,Water,20.0,45.0,0.02,0.631312,36.0,0.6,60.0,0.4,0.0222222222222222,2.98142396999972
Al₂O₃,Water,50.0,150.0,0.005,0.6712748,36.0,0.6,60.0,0.25,0.0066666666666666,4.08248290463863
Al₂O₃,Water,30.0,45.0,0.005,0.6431975,36.0,0.6,60.0,0.15,0.0222222222222222,4.47213595499958
Al₂O₃,Water,40.0,11.0,0.01,0.699966,36.0,0.6,60.0,0.4,0.0909090909090909,12.060453783110544
Cu,Water,20.0,80.0,0.001,0.619344,36.0,0.6,60.0,0.02,0.0125,2.23606797749979
Cu,Water,30.0,80.0,0.001,0.638889,36.0,0.6,60.0,0.03,0.0125,3.3541019662496843
Cu,Water,40.0,80.0,0.001,0.6640218,36.0,0.6,60.0,0.04,0.0125,4.47213595499958
Cu,Water,50.0,80.0,0.001,0.678998,36.0,0.6,60.0,0.05,0.0125,5.590169943749474
Cu,Water,20.0,80.0,0.005,0.640288,36.0,0.6,60.0,0.1,0.0125,2.23606797749979
Cu,Water,30.0,80.0,0.005,0.6739725,36.0,0.6,60.0,0.15,0.0125,3.3541019662496843
Cu,Water,40.0,80.0,0.005,0.696813,36.0,0.6,60.0,0.2,0.0125,4.47213595499958
Cu,Water,50.0,80.0,0.005,0.727268,36.0,0.6,60.0,0.25,0.0125,5.590169943749474
Cu,Water,20.0,80.0,0.01,0.664224,36.0,0.6,60.0,0.2,0.0125,2.23606797749979
Cu,Water,30.0,80.0,0.01,0.7109025,36.0,0.6,60.0,0.3,0.0125,3.3541019662496843
Cu,Water,40.0,80.0,0.01,0.744108,36.0,0.6,60.0,0.4,0.0125,4.47213595499958
Cu,Water,50.0,80.0,0.01,0.765884,36.0,0.6,60.0,0.5,0.0125,5.590169943749474
Cu,Water,20.0,80.0,0.02,0.682176,36.0,0.6,60.0,0.4,0.0125,2.23606797749979
Cu,Water,30.0,80.0,0.02,0.757065,36.0,0.6,60.0,0.6,0.0125,3.3541019662496843
Cu,Water,40.0,80.0,0.02,0.781944,36.0,0.6,60.0,0.8,0.0125,4.47213595499958
Cu,Water,50.0,80.0,0.02,0.817372,36.0,0.6,60.0,1.0,0.0125,5.590169943749474
Cu,Water,20.0,80.0,0.03,0.724064,36.0,0.6,60.0,0.6,0.0125,2.23606797749979
Cu,Water,30.0,80.0,0.03,0.769375,36.0,0.6,60.0,0.8999999999999999,0.0125,3.3541019662496843
Cu,Water,40.0,80.0,0.03,0.807168,36.0,0.6,60.0,1.2,0.0125,4.47213595499958
Cu,Water,50.0,80.0,0.03,0.855988,36.0,0.6,60.0,1.5,0.0125,5.590169943749474
Cu,Ethylene Glycol,20.0,80.0,0.001,0.2601005,36.0,0.6,60.0,0.02,0.0125,2.23606797749979
Cu,Ethylene Glycol,30.0,80.0,0.001,0.267544,36.0,0.6,60.0,0.03,0.0125,3.3541019662496843
Cu,Ethylene Glycol,40.0,80.0,0.001,0.2707422,36.0,0.6,60.0,0.04,0.0125,4.47213595499958
Cu,Ethylene Glycol,50.0,80.0,0.001,0.278208,36.0,0.6,60.0,0.05,0.0125,5.590169943749474
Cu,Ethylene Glycol,20.0,80.0,0.005,0.263834,36.0,0.6,60.0,0.1,0.0125,2.23606797749979
Cu,Ethylene Glycol,30.0,80.0,0.005,0.270068,36.0,0.6,60.0,0.15,0.0125,3.3541019662496843
Cu,Ethylene Glycol,40.0,80.0,0.005,0.289167,36.0,0.6,60.0,0.2,0.0125,4.47213595499958
Cu,Ethylene Glycol,50.0,80.0,0.005,0.29624,36.0,0.6,60.0,0.25,0.0125,5.590169943749474
Cu,Ethylene Glycol,20.0,80.0,0.01,0.286235,36.0,0.6,60.0,0.2,0.0125,2.23606797749979
Cu,Ethylene Glycol,30.0,80.0,0.01,0.297832,36.0,0.6,60.0,0.3,0.0125,3.3541019662496843
Cu,Ethylene Glycol,40.0,80.0,0.01,0.3109185,36.0,0.6,60.0,0.4,0.0125,4.47213595499958
Cu,Ethylene Glycol,50.0,80.0,0.01,0.316848,36.0,0.6,60.0,0.5,0.0125,5.590169943749474
Cu,Ethylene Glycol,20.0,80.0,0.02,0.293702,36.0,0.6,60.0,0.4,0.0125,2.23606797749979
Cu,Ethylene Glycol,30.0,80.0,0.02,0.311714,36.0,0.6,60.0,0.6,0.0125,3.3541019662496843
Cu,Ethylene Glycol,40.0,80.0,0.02,0.337788,36.0,0.6,60.0,0.8,0.0125,4.47213595499958
